500;0.010434
1000;0.020834
1500;0.031932
2000;0.043645
2500;0.053171
3000;0.070583
3500;0.081241
4000;0.095014
4500;0.111246
5000;0.124153
5500;0.134636
6000;0.140209
6500;0.150288
7000;0.161714
7500;0.173469
8000;0.187912
8500;0.234714
9000;0.229979
9500;0.241265
10000;0.254458
10500;0.269349
11000;0.285867
11500;0.320816
12000;0.310116
12500;0.328960
13000;0.341350
13500;0.360368
14000;0.372067
14500;0.391937
15000;0.405710
15500;0.413491
16000;0.437489
16500;0.456989
17000;0.465551
17500;0.527279
18000;0.544432
18500;0.529527
19000;0.542169
19500;0.553819
20000;0.570483
20500;0.816023
21000;0.875892
21500;0.912518
22000;0.892236
22500;0.735326
23000;0.762635
23500;0.782128
24000;0.791990
24500;0.817992
25000;0.822881
