500;0.053723
1000;0.120632
1500;0.190153
2000;0.255428
2500;0.327952
3000;0.403850
3500;0.484448
4000;0.562853
4500;0.642201
5000;0.715878
5500;0.797824
6000;0.875600
6500;0.962450
7000;1.046750
7500;1.134437
8000;1.212200
8500;1.363443
9000;1.408582
9500;1.459560
10000;1.544119
10500;1.629697
11000;1.750238
11500;1.841773
12000;1.925486
12500;2.018097
13000;2.107971
13500;2.192040
14000;2.285531
14500;2.367268
15000;2.417680
15500;2.507085
16000;2.595771
16500;2.687139
17000;2.776887
17500;2.866781
18000;2.956179
18500;3.051899
19000;3.143455
19500;3.228949
20000;3.322614
20500;3.413361
21000;3.507704
21500;3.598618
22000;3.694596
22500;3.782506
23000;3.900917
23500;4.048697
24000;4.150248
24500;4.244528
25000;4.338571
