500;0.444443
1000;1.711294
1500;3.805265
2000;6.737083
2500;10.512837
3000;15.134441
3500;20.629148
4000;27.124557
4500;34.477086
5000;42.756093
5500;52.327035
6000;62.942790
6500;74.367041
7000;87.712080
7500;100.735858
8000;115.816175
8500;131.859581
9000;149.249916
9500;168.254629
10000;188.176227
10500;209.497207
11000;232.248797
11500;256.110806
12000;281.521129
12500;308.074619
13000;336.221741
13500;366.539828
14000;397.005063
14500;429.254326
15000;462.589935
15500;493.237268
16000;534.141005
16500;572.705361
17000;612.043447
17500;653.240119
18000;695.639770
18500;739.191744
19000;784.198323
19500;831.487951
20000;878.521467
20500;927.989607
21000;979.718261
21500;1031.546177
22000;1085.355962
22500;1140.705658
23000;1197.420512
23500;1253.390581
24000;1314.521194
24500;1412.620666
25000;1446.476223
