500;0.051218
1000;0.113350
1500;0.179851
2000;0.249728
2500;0.327012
3000;0.402013
3500;0.475540
4000;0.547339
4500;0.624641
5000;0.702237
5500;0.808354
6000;0.891706
6500;1.009129
7000;1.032665
7500;1.250487
8000;1.408879
8500;1.302577
9000;1.389477
9500;1.475984
10000;1.853268
10500;2.102678
11000;1.861612
11500;1.921888
12000;2.210956
12500;2.062912
13000;2.152192
13500;2.199052
14000;2.473129
14500;2.692958
15000;2.455927
15500;2.564568
16000;2.688084
16500;2.702171
17000;2.867587
17500;2.933807
18000;2.946700
18500;3.025780
19000;3.184726
19500;3.496488
20000;3.996797
20500;3.501044
21000;3.483756
21500;3.579762
22000;3.788280
22500;3.847162
23000;3.955834
23500;4.036692
24000;4.077312
24500;4.134553
25000;4.250193
