500;0.212153
1000;0.206772
1500;0.211721
2000;0.216213
2500;0.221654
3000;0.226198
3500;0.231583
4000;0.236990
4500;0.241824
5000;0.247347
5500;0.253292
6000;0.258080
6500;0.263689
7000;0.267911
7500;0.272639
8000;0.278075
8500;0.284420
9000;0.288416
9500;0.293640
10000;0.300119
10500;0.304961
11000;0.309706
11500;0.314089
12000;0.321060
12500;0.323983
13000;0.329961
13500;0.334826
14000;0.339592
14500;0.345570
15000;0.349633
15500;0.354777
16000;0.359996
16500;0.366178
17000;0.372629
17500;0.377036
18000;0.381690
18500;0.390918
19000;0.397711
19500;0.404481
20000;0.406868
20500;0.412753
21000;0.417457
21500;0.421944
22000;0.428057
22500;0.431592
23000;0.439534
23500;0.447465
24000;0.452054
24500;0.456698
25000;0.464237
