500;0.069045
1000;0.113868
1500;0.180786
2000;0.251041
2500;0.322450
3000;0.396001
3500;0.470760
4000;0.548069
4500;0.625501
5000;0.702692
5500;0.783596
6000;0.863369
6500;0.944055
7000;1.022932
7500;1.146405
8000;1.212327
8500;1.290626
9000;1.468780
9500;1.467613
10000;1.560564
10500;1.643287
11000;1.725069
11500;1.812185
12000;1.907714
12500;1.990411
13000;2.078922
13500;2.167284
14000;2.255234
14500;2.347929
15000;2.427614
15500;2.483502
16000;2.575440
16500;2.662712
17000;2.755127
17500;2.837410
18000;2.931882
18500;3.017010
19000;3.134244
19500;3.255980
20000;3.356340
20500;3.438954
21000;3.479096
21500;3.559711
22000;3.657403
22500;3.749662
23000;3.840772
23500;3.930609
24000;4.027817
24500;4.117520
25000;4.218213
