500;0.004429
1000;0.008554
1500;0.012641
2000;0.016670
2500;0.020792
3000;0.025027
3500;0.028926
4000;0.033022
4500;0.037187
5000;0.041593
5500;0.045300
6000;0.049462
6500;0.054074
7000;0.057973
7500;0.062403
8000;0.066165
8500;0.071060
9000;0.075124
9500;0.080327
10000;0.085205
10500;0.087706
11000;0.094221
11500;0.098711
12000;0.103507
12500;0.107996
13000;0.111730
13500;0.118864
14000;0.121764
14500;0.126579
15000;0.131161
15500;0.137399
16000;0.142053
16500;0.150567
17000;0.149674
17500;0.155546
18000;0.160506
18500;0.162666
19000;0.168144
19500;0.171947
20000;0.177404
20500;0.183663
21000;0.188391
21500;0.192101
22000;0.197767
22500;0.208224
23000;0.205189
23500;0.211455
24000;0.213663
24500;0.218382
25000;0.223583
