500;2.352943
1000;2.115940
1500;2.088492
2000;2.079887
2500;2.094833
3000;2.104981
3500;2.111079
4000;2.136830
4500;2.188283
5000;2.158544
5500;2.175159
6000;2.160562
6500;2.173678
7000;2.184616
7500;2.194666
8000;2.205555
8500;2.224300
9000;2.210408
9500;2.232479
10000;2.248794
10500;2.250275
11000;2.266059
11500;2.265738
12000;2.273742
12500;2.304752
13000;2.306896
13500;2.302992
14000;2.318064
14500;2.337194
15000;2.348075
15500;2.350443
16000;2.380196
16500;2.390330
17000;2.373728
17500;2.396245
18000;2.411562
18500;2.428450
19000;2.430385
19500;2.439394
20000;2.430266
20500;2.453565
21000;2.468651
21500;2.474678
22000;2.500820
22500;2.523366
23000;2.516730
23500;2.518735
24000;2.531838
24500;2.527403
25000;2.564258
