500;0.052167
1000;0.116091
1500;0.183659
2000;0.254831
2500;0.327498
3000;0.402896
3500;0.479441
4000;0.558281
4500;0.638824
5000;0.719580
5500;0.800605
6000;0.882992
6500;0.965055
7000;1.041896
7500;1.128578
8000;1.209365
8500;1.293246
9000;1.383910
9500;1.473680
10000;1.563209
10500;1.643167
11000;1.724533
11500;1.923010
12000;1.997004
12500;2.062194
13000;2.085756
13500;2.164984
14000;2.256732
14500;2.343280
15000;2.430991
15500;2.534868
16000;2.632442
16500;2.718544
17000;2.804082
17500;2.947273
18000;3.044238
18500;3.133890
19000;3.235834
19500;3.329344
20000;3.418951
20500;3.508555
21000;3.601279
21500;3.694919
22000;3.789560
22500;3.878484
23000;3.982547
23500;4.076950
24000;4.159669
24500;4.257133
25000;4.356787
