500;0.204521
1000;0.204877
1500;0.209370
2000;0.214896
2500;0.221117
3000;0.226609
3500;0.231423
4000;0.235912
4500;0.240981
5000;0.246091
5500;0.252198
6000;0.257257
6500;0.262111
7000;0.267403
7500;0.273136
8000;0.278828
8500;0.284882
9000;0.289687
9500;0.294219
10000;0.300629
10500;0.304711
11000;0.310068
11500;0.316224
12000;0.320078
12500;0.327860
13000;0.333839
13500;0.337967
14000;0.345719
14500;0.349863
15000;0.354749
15500;0.358993
16000;0.364234
16500;0.372633
17000;0.378724
17500;0.386688
18000;0.387774
18500;0.394746
19000;0.398279
19500;0.404426
20000;0.414654
20500;0.423616
21000;0.426860
21500;0.429137
22000;0.435281
22500;0.444534
23000;0.450292
23500;0.459105
24000;0.458803
24500;0.467176
25000;0.471198
