500;35.781176
1000;35.843633
1500;35.884233
2000;35.912835
2500;36.043240
3000;36.153807
3500;36.157384
4000;36.257758
4500;36.171812
5000;36.181651
5500;36.213813
6000;36.383657
6500;36.384909
7000;36.437892
7500;36.542305
8000;36.435487
8500;36.463799
9000;36.525099
9500;36.612108
10000;36.635991
10500;37.101658
11000;37.067691
11500;37.156042
12000;37.181403
12500;37.167797
13000;37.180104
13500;37.244276
14000;37.232943
14500;37.336635
15000;37.381558
15500;37.433503
16000;37.441771
16500;37.362458
17000;37.436964
17500;38.026165
18000;37.789916
18500;37.631025
19000;38.292499
19500;38.046613
20000;37.732895
20500;37.759807
21000;37.783495
21500;37.815838
22000;37.796410
22500;37.778238
23000;37.873885
23500;37.997413
24000;38.184992
24500;38.195551
25000;38.302014
