500;0.627829
1000;2.508936
1500;5.650039
2000;10.036708
2500;15.643608
3000;22.514744
3500;30.694537
4000;40.069656
4500;50.729939
5000;62.657581
5500;75.721577
6000;90.148877
6500;106.906888
7000;123.040888
7500;140.885632
8000;159.599276
8500;179.746672
9000;202.434870
9500;226.208927
10000;250.309489
10500;275.988917
11000;302.925803
11500;330.787808
12000;358.221289
12500;397.122260
13000;426.879845
13500;454.428279
14000;493.178474
14500;524.484240
15000;557.201685
15500;598.555759
16000;640.757387
16500;682.031812
17000;723.965732
17500;770.466772
18000;821.398870
18500;864.981647
19000;910.223924
19500;959.282535
20000;1009.046086
20500;1054.738831
21000;1103.558634
21500;1156.274051
22000;1209.183835
22500;1265.671084
23000;1325.422852
23500;1379.197758
24000;1440.757117
24500;1504.315732
25000;1575.998186
