500;0.500622
1000;2.146288
1500;5.228852
2000;9.301419
2500;14.507709
3000;31.884124
3500;43.370435
4000;56.807127
4500;71.998289
5000;88.780349
5500;107.221482
6000;128.440017
6500;149.857374
7000;173.695473
7500;199.207741
8000;226.080825
8500;255.158489
9000;285.724640
9500;318.513690
10000;353.254394
10500;389.968535
11000;427.895913
11500;467.727991
12000;508.589013
12500;548.152257
13000;593.788667
13500;647.603975
14000;689.046241
14500;737.802261
15000;793.327636
15500;845.916907
16000;901.017645
16500;956.009188
17000;1015.387692
17500;1076.503833
18000;1135.546506
18500;1202.035924
19000;1271.018531
19500;1336.507311
20000;1406.091147
20500;1473.077968
21000;1571.654056
21500;1647.543721
22000;1726.549790
22500;1815.195568
23000;1884.981723
23500;1963.265855
24000;2051.055576
24500;2133.169722
25000;2217.913545
